probe_reflected,len_diff,has_text_diff,status_changed,resp_time_diff,resp_time_base,resp_time_probe,resp_length_base,resp_length_probe,has_sql_error_probe,has_sql_error_base,has_script_tag_probe,has_script_tag_base,page_url,request_url,form_method,payload_type,payload,security_level,label
0,9,0,0,-0.5325896739959717,0.5347409248352051,0.0021512508392333984,5378,5387,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,xss,<script>alert(1)</script>,low,
0,9,0,0,-0.5331592559814453,0.5347409248352051,0.0015816688537597656,5378,5387,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,xss,<img src=1 onerror=alert(1)>,low,
0,9,0,0,-0.5328640937805176,0.5347409248352051,0.0018768310546875,5378,5387,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,lfi,../../../../etc/passwd,low,
0,5,0,0,-0.5250279903411865,0.5266752243041992,0.0016472339630126953,4030,4025,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,sqli,test' OR '1'='1,low,
0,5,0,0,-0.5239028930664062,0.5266752243041992,0.0027723312377929688,4030,4025,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,sqli,' OR 1=1 -- ,low,
0,5,0,0,-0.5216784477233887,0.5266752243041992,0.004996776580810547,4030,4025,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,sqli,""" OR """"=""""",low,
0,5,0,0,-0.5251402854919434,0.5266752243041992,0.0015349388122558594,4030,4025,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,xss,<script>alert(1)</script>,low,
0,5,0,0,-0.524547815322876,0.5266752243041992,0.002127408981323242,4030,4025,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,xss,<img src=1 onerror=alert(1)>,low,
0,5,0,0,-0.5248134136199951,0.5266752243041992,0.0018618106842041016,4030,4025,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,lfi,../../../../etc/passwd,low,
0,16,1,1,-0.5307722091674805,0.533240556716919,0.0024683475494384766,4189,4173,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,GET,sqli,test' OR '1'='1,low,
0,16,1,1,-0.531242847442627,0.533240556716919,0.001997709274291992,4189,4173,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,GET,sqli,' OR 1=1 -- ,low,
0,10,0,0,-0.5307018756866455,0.533240556716919,0.0025386810302734375,4189,4179,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,GET,sqli,""" OR """"=""""",low,
0,10,0,0,-0.5316293239593506,0.533240556716919,0.0016112327575683594,4189,4179,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,GET,xss,<script>alert(1)</script>,low,
0,10,0,0,-0.5317974090576172,0.533240556716919,0.0014431476593017578,4189,4179,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,GET,xss,<img src=1 onerror=alert(1)>,low,
0,10,0,0,-0.5305275917053223,0.533240556716919,0.0027129650115966797,4189,4179,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,GET,lfi,../../../../etc/passwd,low,
0,203,0,0,-0.5285720825195312,0.5300216674804688,0.0014495849609375,4815,4612,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,sqli,test' OR '1'='1,low,
0,203,0,0,-0.5274958610534668,0.5300216674804688,0.002525806427001953,4815,4612,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,sqli,' OR 1=1 -- ,low,
0,203,0,0,-0.5284147262573242,0.5300216674804688,0.0016069412231445312,4815,4612,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,sqli,""" OR """"=""""",low,
0,203,0,0,-0.5284790992736816,0.5300216674804688,0.0015425682067871094,4815,4612,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,xss,<script>alert(1)</script>,low,
0,203,0,0,-0.5284388065338135,0.5300216674804688,0.0015828609466552734,4815,4612,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,xss,<img src=1 onerror=alert(1)>,low,
0,203,0,0,-0.5285260677337646,0.5300216674804688,0.0014955997467041016,4815,4612,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,lfi,../../../../etc/passwd,low,
1,25,1,0,-0.5319786071777344,0.5333766937255859,0.0013980865478515625,4273,4248,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,sqli,test' OR '1'='1,low,
1,28,1,0,-0.5318024158477783,0.5333766937255859,0.0015742778778076172,4273,4245,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,sqli,' OR 1=1 -- ,low,
1,30,1,0,-0.5303955078125,0.5333766937255859,0.0029811859130859375,4273,4243,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,sqli,""" OR """"=""""",low,
1,15,1,0,-0.5318098068237305,0.5333766937255859,0.0015668869018554688,4273,4258,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,xss,<script>alert(1)</script>,low,
1,12,1,0,-0.5317039489746094,0.5333766937255859,0.0016727447509765625,4273,4261,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,xss,<img src=1 onerror=alert(1)>,low,
1,18,1,0,-0.5314793586730957,0.5333766937255859,0.0018973350524902344,4273,4255,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,lfi,../../../../etc/passwd,low,
1,61,1,0,-0.5266695022583008,0.5315639972686768,0.0048944950103759766,4932,4871,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,sqli,test' OR '1'='1,low,
0,69,1,0,-0.5262022018432617,0.5315639972686768,0.005361795425415039,4932,4863,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,sqli,' OR 1=1 -- ,low,
1,71,1,0,-0.5251257419586182,0.5315639972686768,0.006438255310058594,4932,4861,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,sqli,""" OR """"=""""",low,
1,41,1,0,-0.5275888442993164,0.5315639972686768,0.0039751529693603516,4932,4891,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,xss,<script>alert(1)</script>,low,
1,35,1,0,-0.5265169143676758,0.5315639972686768,0.0050470829010009766,4932,4897,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,xss,<img src=1 onerror=alert(1)>,low,
1,47,1,0,-0.5222115516662598,0.5315639972686768,0.009352445602416992,4932,4885,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,lfi,../../../../etc/passwd,low,
1,34,1,0,-0.5180878639221191,0.5232868194580078,0.005198955535888672,4207,4173,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,sqli,test' OR '1'='1,low,
1,37,1,0,-0.5217609405517578,0.5232868194580078,0.00152587890625,4207,4170,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,sqli,' OR 1=1 -- ,low,
1,39,1,0,-0.5214574337005615,0.5232868194580078,0.001829385757446289,4207,4168,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,sqli,""" OR """"=""""",low,
1,24,1,0,-0.5210070610046387,0.5232868194580078,0.0022797584533691406,4207,4183,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,xss,<script>alert(1)</script>,low,
1,21,1,0,-0.5218408107757568,0.5232868194580078,0.0014460086822509766,4207,4186,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,xss,<img src=1 onerror=alert(1)>,low,
1,27,1,0,-0.5210356712341309,0.5232868194580078,0.002251148223876953,4207,4180,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,lfi,../../../../etc/passwd,low,
0,90,0,0,-0.5227928161621094,0.524376630783081,0.0015838146209716797,8411,8321,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,sqli,test' OR '1'='1,low,
0,90,0,0,-0.5228061676025391,0.524376630783081,0.0015704631805419922,8411,8321,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,sqli,' OR 1=1 -- ,low,
0,90,0,0,-0.5226209163665771,0.524376630783081,0.0017557144165039062,8411,8321,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,sqli,""" OR """"=""""",low,
0,90,0,0,-0.5218372344970703,0.524376630783081,0.002539396286010742,8411,8321,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,xss,<script>alert(1)</script>,low,
0,90,0,0,-0.5224213600158691,0.524376630783081,0.001955270767211914,8411,8321,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,xss,<img src=1 onerror=alert(1)>,low,
0,90,0,0,-0.5225255489349365,0.524376630783081,0.0018510818481445312,8411,8321,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,lfi,../../../../etc/passwd,low,
0,73,1,0,-0.5380973815917969,0.5400471687316895,0.0019497871398925781,4517,4590,1,1,1,1,http://127.0.0.1/dvwa/security.php,http://127.0.0.1/dvwa/security.php,POST,sqli,test' OR '1'='1,low,
0,73,1,0,-0.5372762680053711,0.5400471687316895,0.0027709007263183594,4517,4590,1,1,1,1,http://127.0.0.1/dvwa/security.php,http://127.0.0.1/dvwa/security.php,POST,sqli,' OR 1=1 -- ,low,
0,73,1,0,-0.5379266738891602,0.5400471687316895,0.002120494842529297,4517,4590,1,1,1,1,http://127.0.0.1/dvwa/security.php,http://127.0.0.1/dvwa/security.php,POST,sqli,""" OR """"=""""",low,
0,73,1,0,-0.5381944179534912,0.5400471687316895,0.0018527507781982422,4517,4590,1,1,1,1,http://127.0.0.1/dvwa/security.php,http://127.0.0.1/dvwa/security.php,POST,xss,<script>alert(1)</script>,low,
0,73,1,0,-0.5374937057495117,0.5400471687316895,0.0025534629821777344,4517,4590,1,1,1,1,http://127.0.0.1/dvwa/security.php,http://127.0.0.1/dvwa/security.php,POST,xss,<img src=1 onerror=alert(1)>,low,
0,73,1,0,-0.5367817878723145,0.5400471687316895,0.003265380859375,4517,4590,1,1,1,1,http://127.0.0.1/dvwa/security.php,http://127.0.0.1/dvwa/security.php,POST,lfi,../../../../etc/passwd,low,
0,110,1,0,-0.5985453128814697,0.6028563976287842,0.004311084747314453,1324,1434,0,0,0,0,http://127.0.0.1/dvwa/logout.php,http://127.0.0.1/dvwa/login.php,POST,sqli,test' OR '1'='1,low,
0,110,1,0,-0.6000604629516602,0.6028563976287842,0.0027959346771240234,1324,1434,0,0,0,0,http://127.0.0.1/dvwa/logout.php,http://127.0.0.1/dvwa/login.php,POST,sqli,' OR 1=1 -- ,low,
0,110,1,0,-0.5988616943359375,0.6028563976287842,0.00399470329284668,1324,1434,0,0,0,0,http://127.0.0.1/dvwa/logout.php,http://127.0.0.1/dvwa/login.php,POST,sqli,""" OR """"=""""",low,
0,110,1,0,-0.599712610244751,0.6028563976287842,0.003143787384033203,1324,1434,0,0,0,0,http://127.0.0.1/dvwa/logout.php,http://127.0.0.1/dvwa/login.php,POST,xss,<script>alert(1)</script>,low,
0,110,1,0,-0.600196123123169,0.6028563976287842,0.0026602745056152344,1324,1434,0,0,0,0,http://127.0.0.1/dvwa/logout.php,http://127.0.0.1/dvwa/login.php,POST,xss,<img src=1 onerror=alert(1)>,low,
0,110,1,0,-0.5993692874908447,0.6028563976287842,0.003487110137939453,1324,1434,0,0,0,0,http://127.0.0.1/dvwa/logout.php,http://127.0.0.1/dvwa/login.php,POST,lfi,../../../../etc/passwd,low,
0,625,1,0,-0.5242753028869629,0.5332088470458984,0.008933544158935547,5120,5745,1,1,1,1,http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,sqli,test' OR '1'='1,medium,
0,625,1,0,-0.5243217945098877,0.5332088470458984,0.008887052536010742,5120,5745,1,1,1,1,http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,sqli,' OR 1=1 -- ,medium,
0,625,1,0,-0.5218241214752197,0.5332088470458984,0.011384725570678711,5120,5745,1,1,1,1,http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,sqli,""" OR """"=""""",medium,
0,625,1,0,-0.5204839706420898,0.5332088470458984,0.012724876403808594,5120,5745,1,1,1,1,http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,xss,<script>alert(1)</script>,medium,
0,625,1,0,-0.5217936038970947,0.5332088470458984,0.011415243148803711,5120,5745,1,1,1,1,http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,xss,<img src=1 onerror=alert(1)>,medium,
0,625,1,0,-0.522167444229126,0.5332088470458984,0.011041402816772461,5120,5745,1,1,1,1,http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,lfi,../../../../etc/passwd,medium,
0,137,1,0,-0.5260801315307617,0.5291533470153809,0.0030732154846191406,4177,4314,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,sqli,test' OR '1'='1,medium,
0,137,1,0,-0.5263237953186035,0.5291533470153809,0.0028295516967773438,4177,4314,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,sqli,' OR 1=1 -- ,medium,
0,137,1,0,-0.5237276554107666,0.5291533470153809,0.005425691604614258,4177,4314,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,sqli,""" OR """"=""""",medium,
0,137,1,0,-0.5264127254486084,0.5291533470153809,0.002740621566772461,4177,4314,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,xss,<script>alert(1)</script>,medium,
0,137,1,0,-0.5275931358337402,0.5291533470153809,0.001560211181640625,4177,4314,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,xss,<img src=1 onerror=alert(1)>,medium,
0,137,1,0,-0.5270769596099854,0.5291533470153809,0.002076387405395508,4177,4314,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,lfi,../../../../etc/passwd,medium,
0,175,1,0,-0.5299570560455322,0.5322842597961426,0.0023272037506103516,4073,4248,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/exec/,http://127.0.0.1/dvwa/vulnerabilities/exec/,POST,sqli,test' OR '1'='1,medium,
0,175,1,0,-0.5291769504547119,0.5322842597961426,0.003107309341430664,4073,4248,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/exec/,http://127.0.0.1/dvwa/vulnerabilities/exec/,POST,sqli,' OR 1=1 -- ,medium,
0,175,1,0,-0.5305216312408447,0.5322842597961426,0.0017626285552978516,4073,4248,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/exec/,http://127.0.0.1/dvwa/vulnerabilities/exec/,POST,sqli,""" OR """"=""""",medium,
0,175,1,0,-0.5309040546417236,0.5322842597961426,0.0013802051544189453,4073,4248,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/exec/,http://127.0.0.1/dvwa/vulnerabilities/exec/,POST,xss,<script>alert(1)</script>,medium,
0,175,1,0,-0.5303406715393066,0.5322842597961426,0.0019435882568359375,4073,4248,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/exec/,http://127.0.0.1/dvwa/vulnerabilities/exec/,POST,xss,<img src=1 onerror=alert(1)>,medium,
0,175,1,0,-0.5306813716888428,0.5322842597961426,0.0016028881072998047,4073,4248,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/exec/,http://127.0.0.1/dvwa/vulnerabilities/exec/,POST,lfi,../../../../etc/passwd,medium,
0,333,1,0,-0.527808666229248,0.5295441150665283,0.0017354488372802734,5302,5635,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,sqli,test' OR '1'='1,medium,
0,333,1,0,-0.5278820991516113,0.5295441150665283,0.0016620159149169922,5302,5635,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,sqli,' OR 1=1 -- ,medium,
0,333,1,0,-0.5274617671966553,0.5295441150665283,0.002082347869873047,5302,5635,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,sqli,""" OR """"=""""",medium,
0,333,1,0,-0.5277392864227295,0.5295441150665283,0.0018048286437988281,5302,5635,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,xss,<script>alert(1)</script>,medium,
0,333,1,0,-0.5273501873016357,0.5295441150665283,0.002193927764892578,5302,5635,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,xss,<img src=1 onerror=alert(1)>,medium,
0,333,1,0,-0.5267837047576904,0.5295441150665283,0.0027604103088378906,5302,5635,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/csrf/,http://127.0.0.1/dvwa/vulnerabilities/csrf/,GET,lfi,../../../../etc/passwd,medium,
0,216,1,0,-0.5241374969482422,0.5266547203063965,0.002517223358154297,3954,4170,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,sqli,test' OR '1'='1,medium,
0,216,1,0,-0.5250675678253174,0.5266547203063965,0.0015871524810791016,3954,4170,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,sqli,' OR 1=1 -- ,medium,
0,216,1,0,-0.5252492427825928,0.5266547203063965,0.001405477523803711,3954,4170,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,sqli,""" OR """"=""""",medium,
0,216,1,0,-0.5245146751403809,0.5266547203063965,0.002140045166015625,3954,4170,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,xss,<script>alert(1)</script>,medium,
0,216,1,0,-0.5251560211181641,0.5266547203063965,0.0014986991882324219,3954,4170,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,xss,<img src=1 onerror=alert(1)>,medium,
0,216,1,0,-0.5232841968536377,0.5266547203063965,0.003370523452758789,3954,4170,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/upload/,http://127.0.0.1/dvwa/vulnerabilities/upload/,POST,lfi,../../../../etc/passwd,medium,
0,5,1,0,-0.5314726829528809,0.5339920520782471,0.002519369125366211,4242,4237,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,POST,sqli,test' OR '1'='1,medium,
0,5,1,0,-0.5324366092681885,0.5339920520782471,0.0015554428100585938,4242,4237,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,POST,sqli,' OR 1=1 -- ,medium,
0,5,1,0,-0.5324585437774658,0.5339920520782471,0.00153350830078125,4242,4237,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,POST,sqli,""" OR """"=""""",medium,
0,5,1,0,-0.5319774150848389,0.5339920520782471,0.002014636993408203,4242,4237,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,POST,xss,<script>alert(1)</script>,medium,
0,5,1,0,-0.5316236019134521,0.5339920520782471,0.002368450164794922,4242,4237,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,POST,xss,<img src=1 onerror=alert(1)>,medium,
0,5,1,0,-0.5325436592102051,0.5339920520782471,0.0014483928680419922,4242,4237,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,http://127.0.0.1/dvwa/vulnerabilities/sqli_blind/,POST,lfi,../../../../etc/passwd,medium,
0,115,0,0,-0.5247611999511719,0.5266673564910889,0.0019061565399169922,4739,4624,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,sqli,test' OR '1'='1,medium,
0,115,0,0,-0.5250811576843262,0.5266673564910889,0.0015861988067626953,4739,4624,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,sqli,' OR 1=1 -- ,medium,
0,115,0,0,-0.5252652168273926,0.5266673564910889,0.001402139663696289,4739,4624,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,sqli,""" OR """"=""""",medium,
0,115,0,0,-0.5247824192047119,0.5266673564910889,0.0018849372863769531,4739,4624,1,1,1,1,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,http://127.0.0.1/dvwa/vulnerabilities/xss_d/,GET,xss,<script>alert(1)</script>,medium,
