page_url,request_url,form_method,payload_type,payload,resp_length_base,status_code_base,resp_time_base,has_sql_error_base,has_script_tag_base,resp_length_probe,status_code_probe,resp_time_probe,has_sql_error_probe,has_script_tag_probe,len_diff,status_changed,resp_time_diff,has_text_diff,probe_reflected,label
http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,sqli,test' OR '1'='1,5739,200,0.0673513412475586,1,1,5739,200,0.053029537200927734,1,1,0,0,-0.01432180404663086,1,0,
http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,sqli,' OR 1=1 -- ,5739,200,0.0673513412475586,1,1,5739,200,0.043793439865112305,1,1,0,0,-0.02355790138244629,1,0,
http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,sqli,""" OR """"=""""",5739,200,0.0673513412475586,1,1,5739,200,0.06744241714477539,1,1,0,0,9.107589721679688e-05,1,0,
http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,xss,<script>alert(1)</script>,5739,200,0.0673513412475586,1,1,5739,200,0.060890913009643555,1,1,0,0,-0.006460428237915039,1,0,
http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,xss,<img src=1 onerror=alert(1)>,5739,200,0.0673513412475586,1,1,5739,200,0.03916621208190918,1,1,0,0,-0.028185129165649414,1,0,
http://127.0.0.1/dvwa/setup.php,http://127.0.0.1/dvwa/setup.php,POST,lfi,../../../../etc/passwd,5739,200,0.0673513412475586,1,1,5739,200,0.028519868850708008,1,1,0,0,-0.038831472396850586,1,0,
http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,sqli,test' OR '1'='1,4347,200,0.0041201114654541016,1,1,4347,200,3.006225824356079,1,1,0,0,3.002105712890625,1,0,
http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,sqli,' OR 1=1 -- ,4347,200,0.0041201114654541016,1,1,4347,200,0.0040340423583984375,1,1,0,0,-8.606910705566406e-05,1,0,
http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,sqli,""" OR """"=""""",4347,200,0.0041201114654541016,1,1,4347,200,2.010161876678467,1,1,0,0,2.0060417652130127,1,0,
http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,xss,<script>alert(1)</script>,4347,200,0.0041201114654541016,1,1,4347,200,3.0042779445648193,1,1,0,0,3.0001578330993652,1,0,
http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,xss,<img src=1 onerror=alert(1)>,4347,200,0.0041201114654541016,1,1,4347,200,2.006469488143921,1,1,0,0,2.002349376678467,1,0,
http://127.0.0.1/dvwa/vulnerabilities/brute/,http://127.0.0.1/dvwa/vulnerabilities/brute/,GET,lfi,../../../../etc/passwd,4347,200,0.0041201114654541016,1,1,4347,200,2.003920555114746,1,1,0,0,1.999800443649292,1,0,
http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,sqli,test' OR '1'='1,4240,200,1.0108206272125244,1,1,4251,200,0.0020236968994140625,1,1,11,0,-1.0087969303131104,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,sqli,' OR 1=1 -- ,4240,200,1.0108206272125244,1,1,4248,200,0.0013272762298583984,1,1,8,0,-1.009493350982666,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,sqli,""" OR """"=""""",4240,200,1.0108206272125244,1,1,4246,200,0.001390218734741211,1,1,6,0,-1.0094304084777832,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,xss,<script>alert(1)</script>,4240,200,1.0108206272125244,1,1,4237,200,0.002023458480834961,1,1,3,0,-1.0087971687316895,1,0,
http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,xss,<img src=1 onerror=alert(1)>,4240,200,1.0108206272125244,1,1,4264,200,0.0015676021575927734,1,1,24,0,-1.0092530250549316,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_r/,http://127.0.0.1/dvwa/vulnerabilities/xss_r/,GET,lfi,../../../../etc/passwd,4240,200,1.0108206272125244,1,1,4258,200,0.0013225078582763672,1,1,18,0,-1.009498119354248,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,sqli,test' OR '1'='1,4852,200,0.006101846694946289,1,1,4898,200,0.003129720687866211,1,1,46,0,-0.002972126007080078,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,sqli,' OR 1=1 -- ,4852,200,0.006101846694946289,1,1,4872,200,0.0034072399139404297,1,1,20,0,-0.0026946067810058594,1,0,
http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,sqli,""" OR """"=""""",4852,200,0.006101846694946289,1,1,4894,200,0.0054395198822021484,1,1,42,0,-0.0006623268127441406,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,xss,<script>alert(1)</script>,4852,200,0.006101846694946289,1,1,4853,200,0.004029273986816406,1,1,1,0,-0.002072572708129883,1,0,
http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,xss,<img src=1 onerror=alert(1)>,4852,200,0.006101846694946289,1,1,4872,200,0.0032167434692382812,1,1,20,0,-0.002885103225708008,1,1,
http://127.0.0.1/dvwa/vulnerabilities/xss_s/,http://127.0.0.1/dvwa/vulnerabilities/xss_s/,POST,lfi,../../../../etc/passwd,4852,200,0.006101846694946289,1,1,4888,200,0.002953767776489258,1,1,36,0,-0.0031480789184570312,1,1,
http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,sqli,test' OR '1'='1,4183,200,0.002127408981323242,1,1,4194,200,0.001332998275756836,1,1,11,0,-0.0007944107055664062,1,1,
http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,sqli,' OR 1=1 -- ,4183,200,0.002127408981323242,1,1,4191,200,0.0014147758483886719,1,1,8,0,-0.0007126331329345703,1,1,
http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,sqli,""" OR """"=""""",4183,200,0.002127408981323242,1,1,4189,200,0.0015273094177246094,1,1,6,0,-0.0006000995635986328,1,1,
http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,xss,<script>alert(1)</script>,4183,200,0.002127408981323242,1,1,4204,200,0.0014789104461669922,1,1,21,0,-0.00064849853515625,1,1,
http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,xss,<img src=1 onerror=alert(1)>,4183,200,0.002127408981323242,1,1,4207,200,0.002402782440185547,1,1,24,0,0.0002753734588623047,1,1,
http://127.0.0.1/dvwa/vulnerabilities/csp/,http://127.0.0.1/dvwa/vulnerabilities/csp/,POST,lfi,../../../../etc/passwd,4183,200,0.002127408981323242,1,1,4201,200,0.001373291015625,1,1,18,0,-0.0007541179656982422,1,1,
http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,sqli,test' OR '1'='1,4254,200,0.0026082992553710938,1,1,4254,200,0.0014467239379882812,1,1,0,0,-0.0011615753173828125,0,0,
http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,sqli,' OR 1=1 -- ,4254,200,0.0026082992553710938,1,1,4254,200,0.0013425350189208984,1,1,0,0,-0.0012657642364501953,0,0,
http://127.0.0.1/dvwa/vulnerabilities/javascript/,http://127.0.0.1/dvwa/vulnerabilities/javascript/,POST,sqli,""" OR """"=""""",4254,200,0.0026082992553710938,1,1,4254,200,0.002340078353881836,1,1,0,0,-0.0002682209014892578,0,0,
